13.21408692,15.27590451,12.32979427,20.52714847,23.4379806,15.23059962,27.3368184,27.31484655,27.55470999,27.43874215
5.680370901,4.903520087,5.28464647,5.824773359,4.890136874,5.404775955,5.806929058,5.866983891,5.858313248,5.795416809
6.448358098,5.975181373,5.861909532,5.824757019,5.771346393,5.808696562,5.735919155,5.73675369,5.788054587,5.795683803
2.454756645,2.283577812,2.198949395,2.174810985,2.125825156,2.097361246,2.120781534,2.106953316,2.087890803,2.094261712
2.942336991,2.844168685,2.833070171,2.705291282,2.715023745,2.764856038,2.656417728,2.629404674,2.608809398,2.625773853
28.43564208,28.15858907,28.10135156,28.03694473,27.71930238,27.64423032,27.65405928,27.51758889,27.33163174,27.53220357
4.160944299,3.936648569,3.85988605,3.772012344,3.717231095,3.74747135,3.707860716,3.696356628,3.756474183,3.740176643
4.379571266,4.073767166,3.905326638,3.976536965,3.960855433,3.875927015,3.945512544,3.951741104,3.949724991,3.908018855
17.48333505,17.25922309,17.22212108,17.10693304,17.04862606,17.15884771,16.90743722,16.68094291,16.37255707,16.48537971
10.87408845,11.92148786,12.59936177,12.2547374,12.28194974,12.06228194,11.97813206,12.09058479,12.27774344,12.0489182
