73.49190174,72.05952377,70.57747065,69.84278499,69.53351901,70.02306698,75.74225594,75.73432734,75.98513563,75.71786648
84.48922113,84.39057452,84.25830003,84.26537133,84.11012755,84.24684702,84.2171128,84.26701234,84.11537593,84.07789253
60.98987947,60.87867141,60.56367087,60.57304283,60.67850076,60.5169995,60.41284833,60.54020943,60.39534667,60.45475665
79.91749433,79.48747693,79.16620613,78.97753206,79.15550129,79.23187282,79.23706444,79.35999662,79.21474459,79.34333444
53.2402367,52.85436068,52.61384721,52.78669555,52.72584929,52.61601045,52.72477223,52.48526266,52.69914101,52.66338453
65.89589651,65.60827629,65.41607287,65.40935066,65.19210381,65.29107294,65.26044208,65.28065914,65.21042958,65.27639293
58.98108267,58.92982335,58.64563906,58.50024402,58.60857563,58.92805565,58.72311844,58.76373855,59.08505026,58.62124424
52.86511164,52.57584301,52.2066906,52.22015541,51.91145593,51.84299387,51.87584593,52.00276579,51.71939093,52.03630648
87.47434679,87.24308077,87.33046367,87.21969375,87.17828839,87.08654193,87.10715788,87.11547627,86.90492259,86.92536373
69.00714373,69.01798217,68.83483341,68.72329873,68.65959465,68.78973088,68.80020614,68.69236003,68.75333745,68.74138825
