,0,1,2,3,4,5,6,7,8,9
37,3455190235.283461,3308770559.8935094,3037440426.4904294,3000474173.555038,2883050270.1667705,2850555861.6673274,3077424536.902812,2930004269.444668,3091914270.2211304,2988969572.955582
38,4482180890.391791,4423175999.445529,4358179225.817391,3867696788.121054,3429797922.0860786,3803787295.8483796,2683515004.2900457,2741507982.995068,2663035759.3185782,2684526953.271274
39,4429257094.638837,3877942260.339964,3759992330.701805,3602529711.5098963,3667518832.820703,3446591078.518058,3543059635.473857,3317136887.0258174,3340128833.3091173,3350624988.495464
40,4339161890.540218,3984575298.3409476,4247637901.0952063,3976612460.3571835,3116469354.828403,2409983931.159389,2538458088.2267814,2089459224.9444692,1989957713.8623564,2116462983.7876854
41,4576802099.391598,4558808311.174196,4039306745.9409556,3777293103.3643627,3242780638.6512365,2400212948.461933,1474632028.6262333,1434121798.8201475,1151097394.7554054,1231111445.1700516
42,4579216313.993029,4448762877.402974,4305302223.993027,3733972632.9305763,4476247076.139598,4264310812.6475725,2672306151.0412154,3051194752.3655357,2488373880.2567377,2604335903.788708
43,3539874540.5970616,3412878368.4227448,3565369946.865605,3326385377.476452,2986406251.3509874,2920932104.484718,3261397266.9985623,2718452901.5784845,2350490576.036209,2403484507.937852
44,3959701021.057066,3799670116.825594,3218037962.4156513,3466112299.084712,3191056619.8511205,2759127056.5956755,2367116914.208714,1845574694.126059,1623075150.9633076,1658580623.6067762
45,4689759090.578282,4364346292.944752,4169900475.7936177,4120406434.829476,2962980751.50841,4184878125.859036,3669945741.570042,3293916819.180699,2588439884.3508825,2799919473.1301875
46,4600644346.5332575,4600144527.930623,4600144528.162068,4600144527.941855,4580143271.585174,4530642854.075692,4600144527.939582,4600144527.88075,4600144527.924559,4577143805.6259365
47,4520296177.052756,4471798523.858,4314305451.209865,3475928985.0067716,2785599864.2718067,2307686360.083642,1957285648.4678404,1094364510.230572,998864200.9420208,855883627.2142198
48,3709019729.7684917,3724014449.130277,3675036389.985561,3690026288.389008,3439122197.702541,3344660832.120243,3376147026.125468,3393639356.593484,3379645492.5457387,3358654696.68062
49,3822332748.80705,3805328545.176194,3836834752.209179,3796854536.8569,3726866237.066263,3730863726.702104,3720874709.217394,3742383435.4668865,3750367191.565978,3710394125.4459343
50,4234023104.0396376,4306523853.727197,4320521969.023301,4124019612.1206374,4136019338.7093463,4094520216.9507794,4101019735.4475517,4062020348.6361346,4066520195.2737374,4073020092.878288
51,4122403539.1939025,4076425955.314369,4109406783.183892,3811538722.4130955,3892515682.5439973,3016843413.2430096,2741458328.8886304,2633504491.579478,2603012916.665139,2938387839.1364684
52,4521601851.313195,4320648544.765,3912671177.5414176,3424272186.440141,3241786304.665019,3193280059.7401457,2614017264.6335526,2588490497.585689,2285639952.9357667,2263150297.043032
53,4326976764.161175,4464986486.675915,4085462640.0757303,4102459559.713084,4224967844.062325,4063956572.2342744,3979955912.8037424,3949962815.7605333,3887967396.3068647,3970463195.1373315
54,4291878812.672269,4139908475.6658225,3809010765.30227,3376138249.7767415,3006747751.928765,2563380852.061725,2248486830.243698,2199000518.2767406,2140021113.3755684,2074039078.6006267
55,4870845960.704922,4858352788.528717,4867846489.313806,4864348316.387463,4836860972.171147,4855852028.09321,4831363503.241701,4821867691.527441,4789882402.000786,4832862629.259928
56,4210905063.4641848,4201410299.6297655,4201410299.7740464,4198911502.282218,4201410299.6682906,4198911502.4264197,4198911502.031033,4198911502.376833,4198911502.4358377,4198911502.361933
57,4297754747.924781,4151747183.8209867,4184749476.060219,3649178197.6327085,3489152245.438771,3272631448.7148066,2374182316.6748614,2009739349.1911905,1770792042.546453,1882264816.5201046
58,4043054910.7964063,3709465907.5852733,3439430375.1723585,3100942096.504462,2217569645.7474875,1772647986.0667288,1500696665.542799,1470209489.172891,1453710621.0845952,1368721244.5969021
59,4374942685.817725,4316451527.624314,4236460064.682842,3003676090.9901037,3957500208.09866,3699046737.609927,2130831718.689263,1675421930.377134,1595942770.213189,1566447855.364094
60,4249080803.2628627,4015128725.285478,4050130771.777723,4106626953.704458,4051110644.599383,3977606949.9274716,3977599401.105601,3518092341.7475853,3284580232.5864897,3468085696.9831696
61,4515971938.221553,3935000444.216723,3689017203.7290893,2998457697.1052065,2474425542.500509,1877847759.211594,1943338331.2771153,979910458.874524,917406345.1041487,944416721.4028968
62,3749980952.8823805,3664496761.812894,3373091161.8658676,3609008908.8235097,3556526991.4025493,3511540616.229005,3296119580.448466,3065702060.799109,3066704993.1272907,3067705802.0052032
63,4522251230.385813,4495252169.924089,4455736451.3464155,4440733976.624953,4314711740.116672,4343207217.235081,4356709199.356406,4217688697.959648,3914664381.617833,3765642420.8589487
64,3624479847.162747,3663467802.658865,3337997644.5249386,3193502226.9210825,2738520929.891453,2611524801.2041774,2613525030.3442383,2574027577.8640366,2566527956.3313684,2596526913.536703
65,4416862554.70947,4188932263.7091923,4483344267.45502,4474354001.9712715,4040029084.611771,3953047903.676939,3780641534.193124,3722662358.072785,3746654848.6132345,3717165444.7627134
66,4445888696.038098,4474887833.655783,4156342382.333456,2997550709.119502,3094102443.412861,2280530139.9236054,1772017390.4533877,606030201.2476023,333009108.568686,270501416.72691983
67,4403004002.311558,4358005732.655252,4225534493.82421,4193062748.547765,3805687917.9263315,3521755637.6034613,3458771634.030142,3426287924.2621155,3418291819.977088,3400296925.5557904
68,4515477911.775042,4294002975.546689,4220996878.1427803,3629487389.880273,3374003892.529754,3345007704.7286773,3386005060.286068,3170972846.883363,3125460359.8368273,3215488693.4156537
69,3661003035.436874,3419961835.498697,3398481356.59131,2673000009.515991,2537501007.4442005,2383507367.1581225,2314506848.2241745,2306004816.6647534,2483991200.1163783,2530991390.990418
70,3757658807.07382,4112616927.458236,3989128370.540756,3341711930.628149,2512321134.4154377,2345901042.2676597,2360876764.209421,1856936847.0880816,1894943068.925064,1740468364.5100703
71,4368422313.039634,4395418066.9165325,4192440056.143025,4034458537.602887,4029959800.084565,4012461557.420092,3974465799.9433928,4017961151.01517,4010961889.562491,3961967059.4882603
72,4008153872.9165297,3966659002.5687356,3560289720.3375335,3189854651.344027,3147857920.618588,3173865437.1533017,3442816859.0261736,3056396970.733072,2922922263.552028,2815441932.067835
73,3799847769.5234585,3548995057.110667,3517510340.1544294,3544481191.832391,3387051398.556614,2714708390.8396835,2736206872.9973364,2547755890.1064014,2566740659.347382,2713223019.14021
74,4698612935.534307,4699112791.760477,4698113079.656075,4699112792.089974,4699112792.104885,4698612935.51534,4698612935.812092,4698113079.878162,4698113079.546425,4698113079.559717
75,4383743552.6621275,4290736717.399002,4144241259.9934416,3588436667.7452755,2642759714.783429,2557800628.357454,1708648418.1908271,2113963056.8512108,1622187269.2905781,1588202701.1310608
76,4142745836.0348773,3786235300.3968463,3220694710.531329,3425217467.8666196,2574170242.2038426,2212624983.990974,1147063731.7374115,1095068852.0371962,1158071221.0264173,1041061803.1423455
77,2460209196.117935,2480704760.49142,2555684559.7239795,2425228371.4797134,2390732217.1123977,2424720819.6826453,2368239952.8699555,2347747935.381644,2357743896.3234496,2351246509.9792275
78,4279169694.030773,4120745322.8542786,4210199714.357692,4194211722.8128247,4085765937.1916175,4065773975.5179424,4024793426.800009,3998805921.728462,4001304846.427186,4001304846.444465
79,3329705958.8494616,3123706085.8717027,2949695777.378475,2887201877.8142896,2848202179.7339272,2808701769.95939,2790702866.8371634,2761703189.9656997,2761703189.5603275,2778702676.860578
80,3982945486.6686373,3796932503.7334404,3338435492.5272446,2948387705.738066,2732367713.8696175,1949321313.0073116,1172298966.4849658,927781667.9990182,947792728.8583705,743814144.9871013
81,4723501323.749507,4774480527.291379,4789475376.9095745,4786476406.767282,4774480526.856021,4773482648.975379,4762489984.069408,4710509616.704985,4498623319.681066,4492625379.900937
82,4455177344.924405,4438683389.660146,4404693161.121887,4425689539.0067005,4350709389.889147,4372705362.48321,4280223539.6466455,4346711517.507565,4311219358.14033,4377207408.760797
83,4550197684.25116,4460173140.727921,3611538542.132765,3711530594.1371913,1815680409.7563043,1845666099.4368672,1221545958.6450565,938984347.4000462,1066513902.2134069,927484432.2174108
84,4691550390.206603,4745556028.388772,4759557871.062003,4763558377.605447,4771559390.498893,4779560403.224467,4751556858.523692,4755557364.789943,4687548755.815031,4691549262.046935
85,4655116084.749723,4789576732.434645,4795074821.964634,4793075775.175487,4716102522.77108,4135798254.3002453,3914874550.709123,3884884784.8308425,3804918138.490029,3802916781.2087607
86,4353246465.0774975,4346750031.05667,4326761040.306968,4328759566.782667,4323762288.69717,4336754273.346954,4318765371.4964695,4328759206.033262,4327759822.403545,4323762288.898444
87,4799269369.719863,4799269369.6747465,4799269369.536404,4799269369.650932,4799269369.595934,4799269369.785618,4799269369.535743,4799269369.555057,4799269369.697714,4799269369.730581
88,4325996653.03546,3893970923.2532926,3588964326.687521,3225429411.275807,2750891763.0269523,2309356036.469811,2484375960.4572897,1743812809.579401,1680292876.1996408,1696302536.1835153
89,4300309775.166821,4337805373.033045,4274799460.391701,4246802881.4851723,4227297889.367876,4223798998.6401777,4237298252.494369,4210797579.21202,4208797533.6355486,4210297497.856924
90,4422730444.007606,4411734382.676713,4118309847.232423,4078318896.164615,4049819298.320277,3521456583.3800483,3537452345.334512,3517457502.9080625,3498463036.6670327,3503961638.0444064
91,4284636489.0015006,4121129750.88251,3872126312.8940983,2721206165.8007627,2285770411.3509994,1708841647.1497912,1230394452.6457574,820928599.0779641,823430739.0098846,676945644.1578077
92,4468138868.035771,4375179636.511947,4182272227.4384303,4055838735.180823,3994873400.234289,3923409166.8954167,3916912963.347578,3923408817.709789,3928406834.898106,3930905088.6172853
93,4278151349.3943267,4229648955.7134695,4243644881.668712,4085153623.8059607,4094163914.941059,4134161907.204894,4143668282.9953713,4240168339.088018,4187668342.844851,4170168779.804616
94,4401818029.323196,4405315641.774198,4403317006.275575,4402817347.667264,4400818712.432047,4401318371.177376,4403317006.310156,4400818712.395483,4400319053.318699,4399819394.503345
95,4375623332.20745,4392115689.226309,4012009479.180341,3695976957.1586757,3125428342.3789754,2815424482.333798,2797434392.0472236,2619504922.0798545,2601002368.186148,2602002070.587375
96,4452046343.237342,4368530215.8602,4024959915.661842,3503002142.6967273,2838518625.803949,2816525538.929661,2417541322.002222,2470527462.2333684,987811165.3315043,1395737824.4675057
97,4729254212.1116295,4659734583.124856,4612222737.867785,4677737938.323205,4620724069.767284,4409676074.653885,4181624324.5503182,3755527633.4410844,3761528995.3443413,3719519462.378039
98,4613223513.375592,4613222650.59832,4334274908.381026,3882858958.276164,3439431320.594038,2671549763.4919777,2577567158.6124773,2305595127.7414365,2480069454.075076,2587555650.8586793
99,4514794427.083907,4426306946.523926,4272831881.3202553,4301829366.84912,3832392406.678445,3694910756.81137,3751903921.5376387,3606923148.3001976,3609422981.4385066,3599424150.719805
